identifier,date,report,desc,title,for,against,abstention,no_show,excused
172257,2025-03-12 12:19:45,A10-0023/2025,,Maravillas Abadía Jover - § 23/2,299,347,34,0,5
172258,2025-03-12,,,§ 24,,,,679,5
172260,2025-03-12,,,§ 24,546,112,18,679,5
172261,2025-03-12 12:20:40,A10-0023/2025,,Maravillas Abadía Jover - § 24/2,338,278,59,4,5
172263,2025-03-12 12:20:58,A10-0023/2025,,Maravillas Abadía Jover - § 25/1,340,274,60,5,5
172264,2025-03-12 12:21:09,A10-0023/2025,,Maravillas Abadía Jover - § 25/2,288,320,69,2,5
172265,2025-03-12,,,§ 28,,,,679,5
172267,2025-03-12,,,§ 29,,,,679,5
172268,2025-03-12 12:21:36,A10-0023/2025,,Maravillas Abadía Jover - § 29/2,334,247,98,0,5
172269,2025-03-12,,,§ 30,,,,679,5
172271,2025-03-12,,,§ 31,,,,679,5
172272,2025-03-12,,,§ 31,,,,679,5
172273,2025-03-12 12:22:09,A10-0023/2025,,Maravillas Abadía Jover - § 31/3,311,367,4,0,5
172274,2025-03-12 12:22:21,A10-0023/2025,,Maravillas Abadía Jover - § 31/4,339,325,17,0,5
172275,2025-03-12,,,§ 31,498,168,7,679,5
172277,2025-03-12,,,§ 32,345,283,44,679,5
172279,2025-03-12,,,§ 33,,,,679,5
172280,2025-03-12,,,§ 33,,,,679,5
172281,2025-03-12,,,§ 33,,,,679,5
172282,2025-03-12,,,§ 33,,,,679,5
172283,2025-03-12,,,§ 33,302,366,3,679,5
172284,2025-03-12,,,§ 35,,,,679,5
172286,2025-03-12,,,§ 37,,,,679,5
172287,2025-03-12,,,§ 37,,,,679,5
172288,2025-03-12,,,§ 42,,,,679,5
172289,2025-03-12,,,§ 43,403,258,19,679,5
172290,2025-03-12,,,§ 45,301,314,50,679,5
172291,2025-03-12,,,§ 52,312,330,24,679,5
172293,2025-03-12,,,§ 53,,,,679,5
172294,2025-03-12,,,§ 53,,,,679,5
172295,2025-03-12,,,§ 53,,,,679,5
172296,2025-03-12,,,§ 53,,,,679,5
172298,2025-03-12,,,Recital D,,,,679,5
172299,2025-03-12,,,Recital D,,,,679,5
172300,2025-03-12,,,Recital D,,,,679,5
172302,2025-03-12,,,Recital E,,,,679,5
172303,2025-03-12,,,Recital E,303,357,7,679,5
172304,2025-03-12,,,Recital J,310,329,25,679,5
172306,2025-03-12,,,Recital R,,,,679,5
172307,2025-03-12,,,Recital R,,,,679,5
172309,2025-03-12,,,Recital S,,,,679,5
172310,2025-03-12,,,Recital S,,,,679,5
172312,2025-03-12,,,Recital AE,,,,679,5
172313,2025-03-12,,,Recital AF,,,,679,5
172314,2025-03-12,,,Recital AH,,,,679,5
172315,2025-03-12 12:28:36,A10-0023/2025,,Maravillas Abadía Jover - Proposition de résolution (ensemble du texte),351,260,70,0,5
172325,2025-03-12,,,After § 2,,,,679,5
172330,2025-03-12,,,After § 2,,,,679,5
172343,2025-03-12,,,§ 13,188,437,48,679,5
172350,2025-03-12,,,§ 19,,,,679,5
172408,2025-03-12,,,After recital B,,,,679,5
172409,2025-03-12,,,After recital C,,,,679,5
172411,2025-03-12,,,After recital E,,,,679,5
172414,2025-03-12,,,After recital N,,,,679,5
172416,2025-03-12,,,After recital N,,,,679,5
172417,2025-03-12,,,After recital N,,,,679,5
172418,2025-03-12,,,After recital N,,,,679,5
172419,2025-03-12,,,After recital N,,,,679,5
172421,2025-03-12,,,After recital P,,,,679,5
172422,2025-03-12,,,After recital R,,,,679,5
172423,2025-03-12,,,After recital R,,,,679,5
172427,2025-03-12,B10-0144/2025,,B10-0144/2025,,,,679,5
172428,2025-03-12,B10-0145/2025,,B10-0145/2025,,,,679,5
172429,2025-03-12,B10-0146/2025,,B10-0146/2025,,,,679,5
172430,2025-03-12,B10-0147/2025,,B10-0147/2025,,,,679,5
172431,2025-03-12,B10-0148/2025,,B10-0148/2025,,,,679,5
172432,2025-03-12,B10-0149/2025,,B10-0149/2025,,,,679,5
172433,2025-03-12,B10-0150/2025,,B10-0150/2025,,,,679,5
172434,2025-03-12,B10-0151/2025,,B10-0151/2025,,,,679,5
172439,2025-03-12 12:22:56,A10-0023/2025,,Maravillas Abadía Jover - § 31/6,444,204,11,20,5
172440,2025-03-12,,,Recital X,,,,679,5
172441,2025-03-12,,,§ 19,,,,679,5
172442,2025-03-12 12:19:18,A10-0023/2025,,Maravillas Abadía Jover - § 19/2,317,352,8,2,5
172443,2025-03-12 12:02:52,EP error,,11-12 novembre,294,77,7,301,5
172477,2025-03-12,B10-0156/2025,,B10-0156/2025,,,,679,5
172478,2025-03-12,B10-0158/2025,,B10-0158/2025,,,,679,5
172479,2025-03-12,B10-0159/2025,,B10-0159/2025,,,,679,5
172480,2025-03-12,B10-0161/2025,,B10-0161/2025,,,,679,5
172481,2025-03-12,B10-0163/2025,,B10-0163/2025,,,,679,5
172482,2025-03-12,B10-0165/2025,,B10-0165/2025,,,,679,5
172483,2025-03-12,B10-0166/2025,,B10-0166/2025,,,,679,5
172484,2025-03-12,B10-0168/2025,,B10-0168/2025,,,,679,5
172494,2025-03-12,,,After § 5,,,,679,5
172499,2025-03-12,,,After § 21,,,,679,5
172501,2025-03-12,,,§ 23,,,,679,5
172504,2025-03-12,,,§ 25,368,280,5,679,5
172505,2025-03-12,,,After § 25,,,,679,5
172506,2025-03-12,,,§ 26,,,,679,5
172512,2025-03-12,,,After recital B,,,,679,5
172515,2025-03-12,,,Recital F,,,,679,5
172518,2025-03-12,,,Recital L,,,,679,5
172525,2025-03-12,B10-0154/2025,,B10-0154/2025,,,,679,5
172526,2025-03-12,B10-0155/2025,,B10-0155/2025,,,,679,5
172527,2025-03-12,B10-0157/2025,,B10-0157/2025,,,,679,5
172528,2025-03-12,B10-0160/2025,,B10-0160/2025,,,,679,5
172529,2025-03-12,B10-0162/2025,,B10-0162/2025,,,,679,5
172530,2025-03-12,B10-0164/2025,,B10-0164/2025,,,,679,5
172531,2025-03-12,B10-0167/2025,,B10-0167/2025,,,,679,5
172532,2025-03-12,B10-0169/2025,,B10-0169/2025,,,,679,5
172533,2025-03-12 13:18:36,RC-B10-0157/2025,,Avant le § 1 - Am 8,41,506,47,85,5
172534,2025-03-12 13:18:46,RC-B10-0157/2025,,Après le § 1 - Am 26,234,421,8,16,5
172535,2025-03-12 13:18:57,RC-B10-0157/2025,,Après le § 1 - Am 27,135,468,70,6,5
172536,2025-03-12 13:19:06,RC-B10-0157/2025,,Après le § 1 - Am 28,205,447,13,14,5
172537,2025-03-12 13:19:15,RC-B10-0157/2025,,Après le § 4 - Am 9,96,389,174,20,5
172538,2025-03-12 13:19:24,RC-B10-0157/2025,,Après le § 4 - Am 10,235,389,40,15,5
172539,2025-03-12 13:19:35,RC-B10-0157/2025,,§ 5 - Am 29,115,462,91,11,5
172540,2025-03-12 13:19:45,RC-B10-0157/2025,,Après le § 5 - Am 11,247,409,7,16,5
172541,2025-03-12 13:19:59,RC-B10-0157/2025,,Après le § 6 - Am 15,173,461,29,16,5
172542,2025-03-12 13:20:10,RC-B10-0157/2025,,§ 7 - Am 31,122,450,93,14,5
172543,2025-03-12 13:20:20,RC-B10-0157/2025,,Après le § 7 - Am 30,213,436,11,19,5
172545,2025-03-12,,,§ 9,,,,679,5
172546,2025-03-12,,,§ 9,,,,679,5
172548,2025-03-12,,,§ 11,,,,679,5
172549,2025-03-12,,,§ 11,,,,679,5
172550,2025-03-12 13:20:46,RC-B10-0157/2025,,Après le § 13 - Am 16,205,459,3,12,5
172552,2025-03-12,,,§ 20,,,,679,5
172553,2025-03-12,,,§ 20,,,,679,5
172554,2025-03-12 13:21:16,RC-B10-0157/2025,,Après le § 22 - Am 17,120,475,79,5,5
172555,2025-03-12 13:21:33,RC-B10-0157/2025,,§ 23 - Am 18,185,475,8,11,5
172556,2025-03-12,,,§ 23,,,,679,5
172557,2025-03-12 13:21:48,RC-B10-0157/2025,,§ 25 - Am 4,220,373,71,15,5
172558,2025-03-12,,,§ 25,,,,679,5
172559,2025-03-12 13:22:24,RC-B10-0157/2025,,Après le § 26 - Am 7,376,236,62,5,5
172560,2025-03-12 13:22:38,RC-B10-0157/2025,,§ 27 - Am 32,235,406,17,21,5
172561,2025-03-12 13:22:49,RC-B10-0157/2025,,§ 27 - Am 19,206,450,8,15,5
172563,2025-03-12,,,§ 28,,,,679,5
172564,2025-03-12 13:23:04,RC-B10-0157/2025,,§ 28/2,303,299,53,24,5
172565,2025-03-12 13:23:16,RC-B10-0157/2025,,§ 31 - Am 33,193,437,37,12,5
172567,2025-03-12,,,§ 31,,,,679,5
172568,2025-03-12 13:23:32,RC-B10-0157/2025,,§ 31/2,460,149,45,25,5
172569,2025-03-12 13:23:42,RC-B10-0157/2025,,Après le § 31 - Am 20,207,451,11,10,5
172571,2025-03-12,,,§ 32,,,,679,5
172572,2025-03-12,,,§ 32,,,,679,5
172573,2025-03-12 13:24:04,RC-B10-0157/2025,,Considérant D - Am 21,194,458,17,10,5
172574,2025-03-12 13:24:16,RC-B10-0157/2025,,Considérant D - Am 38,224,411,19,25,5
172575,2025-03-12 13:24:35,RC-B10-0157/2025,,Considérant F - Am 39,231,412,19,17,5
172577,2025-03-12 13:24:47,RC-B10-0157/2025,,Considérant H,497,136,33,13,5
172578,2025-03-12 13:24:58,RC-B10-0157/2025,,Considérant H,344,297,17,21,5
172579,2025-03-12,,,Recital J,,,,679,5
172580,2025-03-12 13:25:15,RC-B10-0157/2025,,Considérant K - Am 22,219,440,8,12,5
172581,2025-03-12 13:25:31,RC-B10-0157/2025,,Considérant M - Am 23,217,444,10,8,5
172582,2025-03-12 13:25:44,RC-B10-0157/2025,,Considérant N - Am 24,182,455,23,19,5
172583,2025-03-12 13:25:55,RC-B10-0157/2025,,Considérant P - Am 25,197,455,13,14,5
172584,2025-03-12 13:26:06,RC-B10-0157/2025,,Après le considérant P - Am 14,186,470,11,12,5
172585,2025-03-12 13:26:19,RC-B10-0157/2025,,Proposition de résolution (ensemble du texte),462,76,106,35,5
172586,2025-03-12 12:31:06,RC-B10-0156/2025,,Avant le § 1 - Am 14,145,499,22,13,5
172587,2025-03-12 12:31:17,RC-B10-0156/2025,,Avant le § 1 - Am 15,99,510,46,24,5
172588,2025-03-12 12:31:28,RC-B10-0156/2025,,Avant le § 1 - Am 16,141,508,20,10,5
172589,2025-03-12 12:31:40,RC-B10-0156/2025,,Avant le § 1 - Am 17,112,535,28,4,5
172590,2025-03-12 12:31:55,RC-B10-0156/2025,,Avant le § 1 - Am 18,86,500,84,9,5
172591,2025-03-12 12:32:08,RC-B10-0156/2025,,§ 1,622,32,15,10,5
172592,2025-03-12 12:32:21,RC-B10-0156/2025,,§ 2,610,26,31,12,5
172594,2025-03-12 12:32:34,RC-B10-0156/2025,,§ 3/1,603,29,35,12,5
172595,2025-03-12 12:32:46,RC-B10-0156/2025,,§ 3/2,474,135,62,8,5
172596,2025-03-12 12:33:02,RC-B10-0156/2025,,Après le § 3 - Am 3,185,477,15,2,5
172597,2025-03-12 12:33:15,RC-B10-0156/2025,,§ 4,535,78,54,12,5
172598,2025-03-12 12:33:26,RC-B10-0156/2025,,Après le § 4 - Am 1,113,523,35,8,5
172599,2025-03-12 12:33:37,RC-B10-0156/2025,,Après le § 4 - Am 2,100,480,91,8,5
172600,2025-03-12 12:33:51,RC-B10-0156/2025,,§ 5 - Am 19,225,394,54,6,5
172602,2025-03-12 12:34:05,RC-B10-0156/2025,,§ 5/1,430,133,102,14,5
172603,2025-03-12 12:34:17,RC-B10-0156/2025,,§ 5/2,494,88,92,5,5
172604,2025-03-12 12:34:30,RC-B10-0156/2025,,§ 5/3,428,195,47,9,5
172606,2025-03-12,,,§ 6,,,,679,5
172607,2025-03-12,,,§ 6,295,327,39,679,5
172608,2025-03-12,,,§ 6,,,,679,5
172609,2025-03-12 12:35:23,RC-B10-0156/2025,,§ 6/4,393,234,44,8,5
172610,2025-03-12,,,§ 6,,,,679,5
172611,2025-03-12,,,§ 6,,,,679,5
172612,2025-03-12 12:35:46,RC-B10-0156/2025,,Après le § 7 - Am 20,122,481,71,5,5
172613,2025-03-12 12:35:58,RC-B10-0156/2025,,Après le § 9 - Am 21,91,523,53,12,5
172614,2025-03-12 12:36:11,RC-B10-0156/2025,,Après le § 9 - Am 22,83,495,93,8,5
172615,2025-03-12 12:36:25,RC-B10-0156/2025,,§ 10,433,175,62,9,5
172616,2025-03-12 12:36:38,RC-B10-0156/2025,,Après le § 11 - Am 5,182,439,53,5,5
172617,2025-03-12 12:36:52,RC-B10-0156/2025,,§ 12 - Am 23,143,492,36,8,5
172618,2025-03-12 12:37:05,RC-B10-0156/2025,,§ 12,423,160,86,10,5
172619,2025-03-12,,,§ 13,,,,679,5
172620,2025-03-12 12:39:32,RC-B10-0156/2025,,Après le § 13 - Am 4,188,456,33,2,5
172621,2025-03-12 12:39:45,RC-B10-0156/2025,,Après le § 13 - Am 10,159,461,46,13,5
172622,2025-03-12 12:39:57,RC-B10-0156/2025,,Après le § 14 - Am 24,86,496,89,8,5
172623,2025-03-12 12:40:11,RC-B10-0156/2025,,§ 15,480,137,52,10,5
172624,2025-03-12 12:40:24,RC-B10-0156/2025,,Après le § 17 - Am 11,70,477,102,30,5
172626,2025-03-12,,,§ 18,,,,679,5
172627,2025-03-12 12:40:44,RC-B10-0156/2025,,§ 18/2,474,145,48,12,5
172628,2025-03-12,,,§ 18,,,,679,5
172629,2025-03-12 12:41:02,RC-B10-0156/2025,,Après le § 18 - Am 12,73,544,29,33,5
172630,2025-03-12 12:41:16,RC-B10-0156/2025,,Après le § 18 - Am 13,68,523,60,28,5
172632,2025-03-12,,,§ 19,,,,679,5
172633,2025-03-12,,,§ 19,,,,679,5
172634,2025-03-12,,,§ 19,,,,679,5
172635,2025-03-12,,,§ 19,,,,679,5
172636,2025-03-12,,,§ 19,,,,679,5
172637,2025-03-12,,,§ 20,,,,679,5
172638,2025-03-12 12:42:01,RC-B10-0156/2025,,§ 21 - Am 25,70,449,152,8,5
172639,2025-03-12 12:42:16,RC-B10-0156/2025,,§ 23 - Am 26,219,421,24,15,5
172641,2025-03-12,,,§ 23,,,,679,5
172642,2025-03-12 12:42:34,RC-B10-0156/2025,,§ 23/2,472,104,73,30,5
172643,2025-03-12 12:42:46,RC-B10-0156/2025,,Après le § 23 - Am 27,84,535,50,10,5
172645,2025-03-12,,,§ 24,,,,679,5
172646,2025-03-12 12:43:04,RC-B10-0156/2025,,§ 24/2,468,113,86,12,5
172647,2025-03-12 12:43:17,RC-B10-0156/2025,,§ 25 - Am 28,336,274,57,12,5
172648,2025-03-12 12:43:30,RC-B10-0156/2025,,Après le § 25 - Am 29,101,495,74,9,5
172649,2025-03-12 12:43:44,RC-B10-0156/2025,,Après le § 25 - Am 30,99,444,128,8,5
172650,2025-03-12,,,§ 28,,,,679,5
172652,2025-03-12,,,§ 33,,,,679,5
172653,2025-03-12,,,§ 33,,,,679,5
172654,2025-03-12,,,§ 33,,,,679,5
172655,2025-03-12,,,Recital M,,,,679,5
172656,2025-03-12,,,Recital N,,,,679,5
172657,2025-03-12,,,Recital O,,,,679,5
172658,2025-03-12,,,Recital Q,,,,679,5
172659,2025-03-12 12:44:45,RC-B10-0156/2025,,Après le considérant U - Am 6,69,532,70,8,5
172660,2025-03-12 12:44:57,RC-B10-0156/2025,,Après le considérant U - Am 7,95,535,26,23,5
172661,2025-03-12 12:45:11,RC-B10-0156/2025,,Après le considérant U - Am 8,100,541,19,19,5
172662,2025-03-12 12:45:23,RC-B10-0156/2025,,Après le considérant U - Am 9,73,541,49,16,5
172663,2025-03-12 12:45:37,RC-B10-0156/2025,,Proposition de résolution (ensemble du texte),442,98,126,13,5
172664,2025-03-12 12:46:24,RC-B10-0146/2025,,Avant le § 1 - Am 36,87,520,14,58,5
172665,2025-03-12 12:47:19,RC-B10-0146/2025,,Avant le § 1 - Am 37,93,557,15,14,5
172666,2025-03-12 12:47:32,RC-B10-0146/2025,,Avant le § 1 - Am 38,57,582,23,17,5
172667,2025-03-12 12:47:42,RC-B10-0146/2025,,§ 1 - Am 102,94,533,49,3,5
172668,2025-03-12 12:47:51,RC-B10-0146/2025,,Après le § 1 - Am 2,68,497,99,15,5
172669,2025-03-12 12:48:01,RC-B10-0146/2025,,Après le § 1 - Am 7,199,447,22,11,5
172670,2025-03-12 12:48:10,RC-B10-0146/2025,,Après le § 1 - Am 39,75,543,60,1,5
172671,2025-03-12 12:48:21,RC-B10-0146/2025,,Après le § 2 - Am 3,78,582,15,4,5
172672,2025-03-12 12:48:34,RC-B10-0146/2025,,Après le § 2 - Am 41,48,555,67,9,5
172673,2025-03-12 12:48:44,RC-B10-0146/2025,,Après le § 2 - Am 42,173,458,48,0,5
172674,2025-03-12 12:48:53,RC-B10-0146/2025,,Après le § 2 - Am 43,248,381,43,7,5
172675,2025-03-12 12:49:05,RC-B10-0146/2025,,Après le § 2 - Am 44,75,547,60,0,5
172677,2025-03-12,,,§ 3,,,,679,5
172678,2025-03-12,,,§ 3,,,,679,5
172679,2025-03-12,,,§ 3,,,,679,5
172680,2025-03-12 12:49:33,RC-B10-0146/2025,,Après le § 3 - Am 83,407,212,60,0,5
172682,2025-03-12 12:49:48,RC-B10-0146/2025,,§ 4 - Am 46/1,432,207,19,21,5
172683,2025-03-12 12:50:02,RC-B10-0146/2025,,§ 4 - Am 46/2,101,550,14,14,5
172685,2025-03-12,,,§ 4,,,,679,5
172686,2025-03-12,,,§ 4,,,,679,5
172687,2025-03-12 12:50:33,RC-B10-0146/2025,,Après le § 4 - Am 47,89,561,27,2,5
172688,2025-03-12 12:50:47,RC-B10-0146/2025,,§ 5 - Am 48,102,550,22,5,5
172689,2025-03-12 12:50:58,RC-B10-0146/2025,,Après le § 5 - Am 49,286,261,129,3,5
172690,2025-03-12 12:51:11,RC-B10-0146/2025,,Après le § 5 - Am 50,118,510,52,0,5
172691,2025-03-12,,,After § 5,358,270,31,679,5
172692,2025-03-12 12:53:37,RC-B10-0146/2025,,Après le § 6 - Am 51,64,572,14,29,5
172693,2025-03-12 12:53:48,RC-B10-0146/2025,,§ 7 - Am 4,239,353,80,7,5
172695,2025-03-12,,,§ 7,,,,679,5
172696,2025-03-12 12:54:06,RC-B10-0146/2025,,§ 7/2,420,222,32,5,5
172697,2025-03-12 12:54:17,RC-B10-0146/2025,,Après le § 7 - Am 8,206,447,20,6,5
172699,2025-03-12,,,§ 8,,,,679,5
172700,2025-03-12,,,§ 8,,,,679,5
172701,2025-03-12 12:54:35,RC-B10-0146/2025,,Après le § 10 - Am 5,251,309,116,3,5
172702,2025-03-12 12:54:45,RC-B10-0146/2025,,Après le § 11 - Am 6,83,536,48,12,5
172704,2025-03-12,,,§ 12,448,150,70,679,5
172705,2025-03-12,,,§ 12,,,,679,5
172707,2025-03-12,,,§ 12,,,,679,5
172708,2025-03-12,,,§ 12,,,,679,5
172709,2025-03-12 12:55:46,RC-B10-0146/2025,,§ 13 - Am 104,356,229,86,8,5
172711,2025-03-12,,,§ 13,,,,679,5
172712,2025-03-12,,,§ 13,,,,679,5
172714,2025-03-12 12:56:04,RC-B10-0146/2025,,Après le § 14 - Am 52/1,216,399,48,16,5
172715,2025-03-12 12:56:14,RC-B10-0146/2025,,Après le § 14 - Am 52/2,99,538,34,8,5
172716,2025-03-12 12:56:24,RC-B10-0146/2025,,§ 15 - Am 53,205,395,69,10,5
172718,2025-03-12 12:56:37,RC-B10-0146/2025,,§ 15/1,475,138,63,3,5
172719,2025-03-12 12:56:47,RC-B10-0146/2025,,§ 15/2,448,159,65,7,5
172720,2025-03-12 12:56:57,RC-B10-0146/2025,,§ 15/3,422,183,57,17,5
172721,2025-03-12 12:57:07,RC-B10-0146/2025,,§ 15/4,584,51,22,22,5
172722,2025-03-12 12:57:22,RC-B10-0146/2025,,Après le § 15 - Am 54,215,391,70,3,5
172724,2025-03-12 12:57:34,RC-B10-0146/2025,,Après le § 16 - Am 106/1,425,189,60,5,5
172725,2025-03-12 12:57:43,RC-B10-0146/2025,,Après le § 16 - Am 106/2,278,357,40,4,5
172726,2025-03-12,,,§ 17,,,,679,5
172728,2025-03-12 12:57:59,RC-B10-0146/2025,,Après le § 17 - Am 107/1,439,163,72,5,5
172729,2025-03-12 12:58:09,RC-B10-0146/2025,,Après le § 17 - Am 107/2,314,322,32,11,5
172731,2025-03-12,,,§ 18,,,,679,5
172732,2025-03-12,,,§ 18,,,,679,5
172734,2025-03-12 12:58:36,RC-B10-0146/2025,,§ 19/1,452,123,107,0,5
172735,2025-03-12 12:58:45,RC-B10-0146/2025,,§ 19/2,409,208,52,10,5
172736,2025-03-12 12:58:54,RC-B10-0146/2025,,§ 19/3,466,142,62,9,5
172737,2025-03-12 12:59:04,RC-B10-0146/2025,,§ 19/4,469,132,69,9,5
172738,2025-03-12 12:59:13,RC-B10-0146/2025,,§ 20 - Am 55,379,270,26,4,5
172739,2025-03-12 12:59:22,RC-B10-0146/2025,,Après le § 22 - Am 56,91,501,85,2,5
172740,2025-03-12 12:59:33,RC-B10-0146/2025,,Après le § 22 - Am 57,77,510,71,21,5
172741,2025-03-12 12:59:44,RC-B10-0146/2025,,Après le § 22 - Am 84,457,172,45,5,5
172742,2025-03-12 12:59:54,RC-B10-0146/2025,,Après le § 22 - Am 105,523,76,72,8,5
172744,2025-03-12,,,§ 29,,,,679,5
172745,2025-03-12 13:00:08,RC-B10-0146/2025,,§ 29/2,567,27,75,10,5
172746,2025-03-12 13:00:18,RC-B10-0146/2025,,§ 29/3,528,63,85,3,5
172747,2025-03-12 13:00:30,RC-B10-0146/2025,,§ 32 - Am 10,219,445,15,0,5
172749,2025-03-12,,,§ 32,,,,679,5
172750,2025-03-12,,,§ 32,,,,679,5
172751,2025-03-12 13:00:50,RC-B10-0146/2025,,Après le § 32 - Am 59,485,129,55,10,5
172752,2025-03-12,,,§ 33,,,,679,5
172753,2025-03-12 13:01:06,RC-B10-0146/2025,,§ 33,581,41,57,0,5
172754,2025-03-12 13:01:19,RC-B10-0146/2025,,§ 34 - Am 100,281,318,78,2,5
172756,2025-03-12,,,§ 34,,,,679,5
172757,2025-03-12,,,§ 34,,,,679,5
172758,2025-03-12,,,§ 34,,,,679,5
172759,2025-03-12 13:01:42,RC-B10-0146/2025,,§ 37 - Am 11,236,427,16,0,5
172760,2025-03-12 13:01:55,RC-B10-0146/2025,,§ 39 - Am 101,159,442,73,5,5
172762,2025-03-12 13:02:07,RC-B10-0146/2025,,§ 44/1,561,76,41,1,5
172763,2025-03-12 13:02:16,RC-B10-0146/2025,,§ 44/2,513,122,32,12,5
172764,2025-03-12,,,§ 46,,,,679,5
172766,2025-03-12 13:02:31,RC-B10-0146/2025,,§ 46 - Am 103/1,478,102,94,5,5
172767,2025-03-12 13:02:41,RC-B10-0146/2025,,§ 46 - Am 103/2,316,281,58,24,5
172769,2025-03-12,,,§ 46,,,,679,5
172770,2025-03-12,,,§ 46,,,,679,5
172771,2025-03-12 13:02:56,RC-B10-0146/2025,,Après le § 47 - Am 96,203,448,13,15,5
172772,2025-03-12 13:03:08,RC-B10-0146/2025,,Après le § 47 - Am 97,203,456,18,2,5
172773,2025-03-12 13:03:18,RC-B10-0146/2025,,Après le § 48 - Am 9,188,473,20,0,5
172774,2025-03-12,,,§ 49,235,409,35,679,5
172775,2025-03-12,,,§ 50,330,298,42,679,5
172776,2025-03-12 13:04:11,RC-B10-0146/2025,,§ 52,439,136,96,8,5
172777,2025-03-12,,,§ 53,407,238,20,679,5
172779,2025-03-12,,,§ 53,,,,679,5
172780,2025-03-12,,,§ 53,,,,679,5
172781,2025-03-12 13:04:43,RC-B10-0146/2025,,§ 54 - Am 61,176,459,25,19,5
172782,2025-03-12 13:04:56,RC-B10-0146/2025,,Après le § 55 - Am 98,92,541,40,6,5
172783,2025-03-12 13:05:07,RC-B10-0146/2025,,Après le § 56 - Am 12,209,283,180,7,5
172784,2025-03-12 13:05:19,RC-B10-0146/2025,,§ 57,466,176,36,1,5
172785,2025-03-12 13:05:31,RC-B10-0146/2025,,Après le § 57 - Am 13,191,445,31,12,5
172786,2025-03-12 13:05:43,RC-B10-0146/2025,,§ 58 - Am 62,258,383,35,3,5
172788,2025-03-12,,,§ 58,,,,679,5
172789,2025-03-12,,,§ 58,,,,679,5
172790,2025-03-12 13:06:05,RC-B10-0146/2025,,§ 58/3,373,279,24,3,5
172791,2025-03-12 13:06:16,RC-B10-0146/2025,,§ 58/4,467,114,77,21,5
172792,2025-03-12,,,§ 58,,,,679,5
172793,2025-03-12,,,After § 58,,,,679,5
172794,2025-03-12,,,After § 58,,,,679,5
172795,2025-03-12 13:06:39,RC-B10-0146/2025,,Après le § 58 - Am 65,62,588,29,0,5
172796,2025-03-12 13:06:51,RC-B10-0146/2025,,§ 59,476,184,13,6,5
172798,2025-03-12,,,§ 60,,,,679,5
172799,2025-03-12,,,§ 60,,,,679,5
172800,2025-03-12,,,§ 61,325,299,43,679,5
172801,2025-03-12,,,§ 61,,,,679,5
172802,2025-03-12 13:07:34,RC-B10-0146/2025,,Après le § 61 - Am 67,64,514,93,8,5
172804,2025-03-12 13:07:45,RC-B10-0146/2025,,§ 62 - Am 66/1,122,502,47,8,5
172805,2025-03-12 13:07:57,RC-B10-0146/2025,,§ 62 - Am 66/2,227,425,21,6,5
172806,2025-03-12,,,§ 62,,,,679,5
172807,2025-03-12 13:08:14,RC-B10-0146/2025,,Après le § 63 - Am 68,65,571,35,8,5
172808,2025-03-12 13:08:23,RC-B10-0146/2025,,Après le § 63 - Am 69,52,566,43,18,5
172809,2025-03-12 13:08:34,RC-B10-0146/2025,,Après le § 63 - Am 70,54,569,44,12,5
172810,2025-03-12 13:08:43,RC-B10-0146/2025,,Après le § 64 - Am 71,102,528,46,3,5
172811,2025-03-12 13:08:53,RC-B10-0146/2025,,Après le § 66 - Am 85,200,425,53,1,5
172812,2025-03-12 13:09:04,RC-B10-0146/2025,,§ 68 - Am 14,231,390,53,5,5
172813,2025-03-12,,,§ 68,,,,679,5
172814,2025-03-12 13:09:19,RC-B10-0146/2025,,§ 68 - Am 108,97,517,56,9,5
172815,2025-03-12 13:09:30,RC-B10-0146/2025,,§ 68,480,130,67,2,5
172816,2025-03-12 13:09:42,RC-B10-0146/2025,,Après le § 68 - Am 15,198,459,14,8,5
172817,2025-03-12 13:09:52,RC-B10-0146/2025,,Après le § 68 - Am 16,208,400,70,1,5
172818,2025-03-12,,,After § 68,,,,679,5
172819,2025-03-12,,,§ 69,,,,679,5
172820,2025-03-12,,,§ 69,250,384,43,679,5
172821,2025-03-12,,,§ 69,190,441,42,679,5
172823,2025-03-12 13:10:49,RC-B10-0146/2025,,§ 69/1,528,75,67,9,5
172824,2025-03-12 13:10:59,RC-B10-0146/2025,,§ 69/2,355,155,159,10,5
172825,2025-03-12 13:11:09,RC-B10-0146/2025,,§ 69/3,305,309,53,12,5
172826,2025-03-12 13:11:22,RC-B10-0146/2025,,Après le § 69 - Am 17,216,438,25,0,5
172827,2025-03-12 13:11:34,RC-B10-0146/2025,,Après le § 69 - Am 18,303,316,62,0,5
172828,2025-03-12,,,After § 69,,,,679,5
172830,2025-03-12 13:11:51,RC-B10-0146/2025,,§ 70/1,489,127,64,0,5
172831,2025-03-12 13:12:12,RC-B10-0146/2025,,§ 70/2,363,180,126,10,5
172833,2025-03-12 13:12:28,RC-B10-0146/2025,,§ 71 - Am 76/1,267,280,119,13,5
172834,2025-03-12 13:12:42,RC-B10-0146/2025,,§ 71 - Am 76/2,217,422,29,11,5
172836,2025-03-12,,,§ 71,,,,679,5
172837,2025-03-12,,,§ 71,,,,679,5
172838,2025-03-12,,,After § 72,316,335,20,679,5
172840,2025-03-12 13:13:21,RC-B10-0146/2025,,§ 73/1,400,216,58,5,5
